index,q1,q2,q3,q4,q5,th,status,energyJ,startupTimeS,minimumVoltageV,maxIce,chargeCcm2,elapsedS,attempts,reason
1,1,1,1,1,1,24,physical_infeasible,3000,NaN,0.3,0.397765195234106,12.2272355447244,320.6009825,1,单片电压下降到0.30 V
